"","Stations_id","Stationsname","geograph.Breite","geograph.Laenge","Stationshoehe","Naturraumgruppe","Naturraum","Datum.Stationsaufloesung","Bundesland","eor"
"4045",11390,"Donaustauf (PH)                            ",49.0333,12.2167,370,"Unterbayerisches Hügelland                                                      ","Dungau                                                                          ","31.12.2000             ","Bayern                                  ","eor"
"4046",11391,"Etterzhausen                               ",49.0333,11.9833,350,"Fränkische Alb (Frankenalb)                                                     ","Mittlere Frankenalb                                                             ","31.12.1985             ","Bayern                                  ","eor"
"4047",11392,"Nittendorf-Haugenried                      ",49,11.9167,500,"Fränkische Alb (Frankenalb)                                                     ","Südliche Frankenalb                                                             ","                       ","Bayern                                  ","eor"
"4048",11393,"Hohengebraching                            ",48.9667,12.0833,400,"Unterbayerisches Hügelland                                                      ","Donau-Isar-Hügelland                                                            ","                       ","Bayern                                  ","eor"
"4049",11394,"Illkofen                                   ",49.0167,12.3,330,"Unterbayerisches Hügelland                                                      ","Dungau                                                                          ","31.12.1966             ","Bayern                                  ","eor"
"4050",11395,"Nittendorf                                 ",49.0333,11.9667,420,"Fränkische Alb (Frankenalb)                                                     ","Mittlere Frankenalb                                                             ","31.12.1990             ","Bayern                                  ","eor"
"4051",11396,"Nittendorf-Loch                            ",49.0167,11.9333,400,"Fränkische Alb (Frankenalb)                                                     ","Mittlere Frankenalb                                                             ","                       ","Bayern                                  ","eor"
"4052",11397,"Pollenried                                 ",49.0333,11.9333,470,"Fränkische Alb (Frankenalb)                                                     ","Mittlere Frankenalb                                                             ","31.12.1991             ","Bayern                                  ","eor"
"4053",11398,"Obertraubling                              ",48.9667,12.1667,340,"Unterbayerisches Hügelland                                                      ","Donau-Isar-Hügelland                                                            ","31.12.1987             ","Bayern                                  ","eor"
"4054",11399,"Pielmühle                                  ",49.0667,12.1,340,"Fränkische Alb (Frankenalb)                                                     ","Mittlere Frankenalb                                                             ","31.12.1955             ","Bayern                                  ","eor"
"4055",11400,"Pettendorf                                 ",49.0667,12.0167,430,"Fränkische Alb (Frankenalb)                                                     ","Mittlere Frankenalb                                                             ","31.12.2006             ","Bayern                                  ","eor"
"4056",11401,"Ponholz                                    ",49.1667,12.1,360,"Fränkische Alb (Frankenalb)                                                     ","Mittlere Frankenalb                                                             ","31.12.2000             ","Bayern                                  ","eor"
"4057",11402,"Rettenbach                                 ",49.0667,12.45,570,"Oberpfälzer und Bayerischer Wald                                                ","Falkensteiner Vorwald                                                           ","                       ","Bayern                                  ","eor"
"4058",11403,"Schönach                                   ",48.9167,12.4333,330,"Unterbayerisches Hügelland                                                      ","Dungau                                                                          ","                       ","Bayern                                  ","eor"
"4059",11404,"Sünching                                   ",48.8833,12.35,340,"Unterbayerisches Hügelland                                                      ","Donau-Isar-Hügelland                                                            ","31.12.1981             ","Bayern                                  ","eor"
"4060",11405,"Donaustauf-Sulzbach                        ",49.0333,12.25,325,"Oberpfälzer und Bayerischer Wald                                                ","Falkensteiner Vorwald                                                           ","                       ","Bayern                                  ","eor"
"4061",11406,"Neutraubling                               ",48.9833,12.2,332,"Unterbayerisches Hügelland                                                      ","Dungau                                                                          ","                       ","Bayern                                  ","eor"
"4062",11407,"Wulkersdorf                                ",49.15,12.2833,500,"Oberpfälzer und Bayerischer Wald                                                ","Falkensteiner Vorwald                                                           ","31.12.2000             ","Bayern                                  ","eor"
"4063",11408,"Hexenagger                                 ",48.9167,11.6833,400,"Fränkische Alb (Frankenalb)                                                     ","Südliche Frankenalb                                                             ","31.12.1962             ","Bayern                                  ","eor"
"4064",11409,"Mindelstetten (PH)                         ",48.85,11.65,400,"Fränkische Alb (Frankenalb)                                                     ","Südliche Frankenalb                                                             ","31.12.1969             ","Bayern                                  ","eor"
"4065",11410,"Riedenburg/Altmühltal                      ",48.9667,11.6833,360,"Fränkische Alb (Frankenalb)                                                     ","Südliche Frankenalb                                                             ","31.12.1971             ","Bayern                                  ","eor"
"4066",11411,"Sandersdorf                                ",48.9,11.6167,400,"Fränkische Alb (Frankenalb)                                                     ","Südliche Frankenalb                                                             ","                       ","Bayern                                  ","eor"
"4067",11412,"Bruck i. d. Oberpf.                        ",49.25,12.3167,370,"Oberpfälzisch-Obermainisches Hügelland                                          ","Oberpfälzisches Hügelland                                                       ","31.12.1955             ","Bayern                                  ","eor"
"4068",11413,"Falkenstein/Oberpf.                        ",49.1,12.4833,570,"Oberpfälzer und Bayerischer Wald                                                ","Falkensteiner Vorwald                                                           ","                       ","Bayern                                  ","eor"
"4069",11414,"Parsberg-Lupburg-Haid                      ",49.1167,12.3167,510,"Oberpfälzer und Bayerischer Wald                                                ","Falkensteiner Vorwald                                                           ","31.12.1959             ","Bayern                                  ","eor"
"4070",11415,"Mitterdorf                                 ",49.2167,12.5167,360,"Oberpfälzisch-Obermainisches Hügelland                                          ","Oberpfälzisches Hügelland                                                       ","31.12.1995             ","Bayern                                  ","eor"
"4071",11416,"Nittenau                                   ",49.2,12.2667,350,"Oberpfälzisch-Obermainisches Hügelland                                          ","Oberpfälzisches Hügelland                                                       ","31.12.1999             ","Bayern                                  ","eor"
"4072",11417,"Stamsried                                  ",49.2667,12.5333,450,"Oberpfälzer und Bayerischer Wald                                                ","Vorderer Oberpfälzer Wald                                                       ","31.12.1999             ","Bayern                                  ","eor"
"4073",11418,"Strahlfeld                                 ",49.2333,12.5,410,"Oberpfälzisch-Obermainisches Hügelland                                          ","Oberpfälzisches Hügelland                                                       ","31.12.1989             ","Bayern                                  ","eor"
"4074",11419,"Hinterberg                                 ",49.2,12.1667,370,"Oberpfälzisch-Obermainisches Hügelland                                          ","Oberpfälzisches Hügelland                                                       ","31.12.1996             ","Bayern                                  ","eor"
"4075",11420,"Walderbach                                 ",49.1833,12.3833,370,"Oberpfälzer und Bayerischer Wald                                                ","Falkensteiner Vorwald                                                           ","31.12.1979             ","Bayern                                  ","eor"
"4076",11421,"Trosthof                                   ",49.55,11.6833,450,"Fränkische Alb (Frankenalb)                                                     ","Nördliche Frankenalb                                                            ","31.12.1964             ","Bayern                                  ","eor"
"4077",11422,"Fürnried                                   ",49.4667,11.6,500,"Fränkische Alb (Frankenalb)                                                     ","Mittlere Frankenalb                                                             ","31.12.2000             ","Bayern                                  ","eor"
"4078",11423,"Obermühle                                  ",49.55,11.55,400,"Fränkische Alb (Frankenalb)                                                     ","Nördliche Frankenalb                                                            ","31.12.1959             ","Bayern                                  ","eor"
"4079",11424,"Illschwang                                 ",49.45,11.6833,490,"Fränkische Alb (Frankenalb)                                                     ","Mittlere Frankenalb                                                             ","31.12.1962             ","Bayern                                  ","eor"
"4080",11425,"Röckenricht                                ",49.5333,11.6833,420,"Fränkische Alb (Frankenalb)                                                     ","Nördliche Frankenalb                                                            ","31.12.2014             ","Bayern                                  ","eor"
"4081",11426,"Schwend                                    ",49.4167,11.65,540,"Fränkische Alb (Frankenalb)                                                     ","Mittlere Frankenalb                                                             ","31.12.2000             ","Bayern                                  ","eor"
"4082",11427,"Steinling                                  ",49.5667,11.7167,450,"Oberpfälzisch-Obermainisches Hügelland                                          ","Oberpfälzisches Hügelland                                                       ","31.12.1960             ","Bayern                                  ","eor"
"4083",11428,"Friedenfels                                ",49.8833,12.1,530,"Thüringisch-Fränkisches Mittelgebirge                                           ","Naab-Wondreb-Senke                                                              ","31.12.1978             ","Bayern                                  ","eor"
"4084",11429,"Leonberg/Oberpf.                           ",49.95,12.2833,550,"Oberpfälzer und Bayerischer Wald                                                ","Hinterer Oberpfälzer Wald                                                       ","31.12.2002             ","Bayern                                  ","eor"
"4085",11430,"Mitterteich                                ",49.95,12.25,510,"Thüringisch-Fränkisches Mittelgebirge                                           ","Naab-Wondreb-Senke                                                              ","31.12.1992             ","Bayern                                  ","eor"
"4086",11431,"Neualbenreuth (PH)                         ",49.9833,12.45,550,"Oberpfälzer und Bayerischer Wald                                                ","Hinterer Oberpfälzer Wald                                                       ","31.12.1990             ","Bayern                                  ","eor"
"4087",11432,"Altmugl                                    ",49.95,12.4667,620,"Oberpfälzer und Bayerischer Wald                                                ","Hinterer Oberpfälzer Wald                                                       ","31.12.1963             ","Bayern                                  ","eor"
"4088",11433,"Plößberg                                   ",49.7833,12.3167,600,"Oberpfälzer und Bayerischer Wald                                                ","Vorderer Oberpfälzer Wald                                                       ","31.12.2011             ","Bayern                                  ","eor"
"4089",11434,"Großkonreuth                               ",49.8833,12.4333,560,"Oberpfälzer und Bayerischer Wald                                                ","Vorderer Oberpfälzer Wald                                                       ","31.12.1978             ","Bayern                                  ","eor"
"4090",11435,"Schönkirch                                 ",49.8,12.3,540,"Oberpfälzer und Bayerischer Wald                                                ","Vorderer Oberpfälzer Wald                                                       ","31.12.1959             ","Bayern                                  ","eor"
"4091",11436,"Tirschenreuth (PH)                         ",49.8833,12.3333,500,"Thüringisch-Fränkisches Mittelgebirge                                           ","Naab-Wondreb-Senke                                                              ","31.12.1991             ","Bayern                                  ","eor"
"4092",11437,"Waldershof                                 ",49.9833,12.0667,550,"Thüringisch-Fränkisches Mittelgebirge                                           ","Selb-Wunsiedler Hochfläche                                                      ","31.12.1966             ","Bayern                                  ","eor"
"4093",11438,"Waldsassen (Klostergarten)                 ",50.0032,12.3112,480,"Thüringisch-Fränkisches Mittelgebirge                                           ","Naab-Wondreb-Senke                                                              ","                       ","Bayern                                  ","eor"
"4094",11439,"Wiesau (PH)                                ",49.9,12.1833,550,"Thüringisch-Fränkisches Mittelgebirge                                           ","Naab-Wondreb-Senke                                                              ","31.12.1992             ","Bayern                                  ","eor"
"4095",11440,"Wondreb                                    ",49.9167,12.3833,530,"Thüringisch-Fränkisches Mittelgebirge                                           ","Naab-Wondreb-Senke                                                              ","                       ","Bayern                                  ","eor"
"4096",11441,"Böhmischbruck                              ",49.5667,12.35,470,"Oberpfälzer und Bayerischer Wald                                                ","Vorderer Oberpfälzer Wald                                                       ","31.12.2000             ","Bayern                                  ","eor"
"4097",11442,"Altentreswitz                              ",49.5833,12.3667,490,"Oberpfälzer und Bayerischer Wald                                                ","Vorderer Oberpfälzer Wald                                                       ","31.12.1978             ","Bayern                                  ","eor"
"4098",11443,"Etzgersrieth                               ",49.5667,12.3833,630,"Oberpfälzer und Bayerischer Wald                                                ","Vorderer Oberpfälzer Wald                                                       ","31.12.1959             ","Bayern                                  ","eor"
"4099",11444,"Kaimling                                   ",49.6333,12.2667,450,"Oberpfälzer und Bayerischer Wald                                                ","Vorderer Oberpfälzer Wald                                                       ","31.12.2010             ","Bayern                                  ","eor"
"4100",11445,"Lennesrieth                                ",49.6667,12.3167,550,"Oberpfälzer und Bayerischer Wald                                                ","Vorderer Oberpfälzer Wald                                                       ","31.12.1967             ","Bayern                                  ","eor"
"4101",11446,"Georgenberg-Neudorf                        ",49.7167,12.4333,670,"Oberpfälzer und Bayerischer Wald                                                ","Hinterer Oberpfälzer Wald                                                       ","31.12.1983             ","Bayern                                  ","eor"
"4102",11447,"Roggenstein                                ",49.65,12.2667,520,"Oberpfälzer und Bayerischer Wald                                                ","Vorderer Oberpfälzer Wald                                                       ","                       ","Bayern                                  ","eor"
"4103",11448,"Rükersrieth                                ",49.55,12.4167,630,"Oberpfälzer und Bayerischer Wald                                                ","Vorderer Oberpfälzer Wald                                                       ","                       ","Bayern                                  ","eor"
"4104",11449,"Vohenstrauß (Ph)                           ",49.6167,12.35,570,"Oberpfälzer und Bayerischer Wald                                                ","Vorderer Oberpfälzer Wald                                                       ","31.12.2013             ","Bayern                                  ","eor"
"4105",11450,"Gleißenberg                                ",49.3167,12.75,420,"Oberpfälzer und Bayerischer Wald                                                ","Cham-Further Senke                                                              ","                       ","Bayern                                  ","eor"
"4106",11451,"Rötz                                       ",49.3667,12.5333,450,"Oberpfälzer und Bayerischer Wald                                                ","Vorderer Oberpfälzer Wald                                                       ","31.12.1955             ","Bayern                                  ","eor"
"4107",11452,"Tiefenbach                                 ",49.4333,12.5833,530,"Oberpfälzer und Bayerischer Wald                                                ","Vorderer Oberpfälzer Wald                                                       ","                       ","Bayern                                  ","eor"
"4108",11453,"Waldmünchen                                ",49.3833,12.7167,520,"Oberpfälzer und Bayerischer Wald                                                ","Vorderer Oberpfälzer Wald                                                       ","31.12.2013             ","Bayern                                  ","eor"
"4109",11454,"Bayreuth                                   ",49.95,11.5667,340,"Oberpfälzisch-Obermainisches Hügelland                                          ","Obermainisches Hügelland                                                        ","31.12.1997             ","Bayern                                  ","eor"
"4110",11455,"Bayreuth-Wendelhöfen                       ",49.9667,11.5667,365,"Oberpfälzisch-Obermainisches Hügelland                                          ","Obermainisches Hügelland                                                        ","                       ","Bayern                                  ","eor"
"4111",11456,"Coburg                                     ",50.2667,10.9667,300,"Mainfränkische Platten                                                          ","Grabfeldgau                                                                     ","31.12.2003             ","Bayern                                  ","eor"
"4112",11457,"Forchheim/Oberfr.                          ",49.7167,11.0667,270,"Fränkisches Keuper-Lias-Land                                                    ","Mittelfränkisches Becken                                                        ","31.12.1997             ","Bayern                                  ","eor"
"4113",11458,"Hof-Neuhof                                 ",50.3167,11.9167,500,"Vogtland                                                                        ","Mittelvogtländisches Kuppenland                                                 ","                       ","Bayern                                  ","eor"
"4114",11459,"Marktredwitz (Ph)                          ",50,12.0833,530,"Thüringisch-Fränkisches Mittelgebirge                                           ","Selb-Wunsiedler Hochfläche                                                      ","31.12.2014             ","Bayern                                  ","eor"
"4115",11460,"Neustadt b. Coburg                         ",50.3333,11.1167,340,"Oberpfälzisch-Obermainisches Hügelland                                          ","Obermainisches Hügelland                                                        ","31.12.1966             ","Bayern                                  ","eor"
"4116",11461,"Selb                                       ",50.1667,12.1333,540,"Thüringisch-Fränkisches Mittelgebirge                                           ","Selb-Wunsiedler Hochfläche                                                      ","                       ","Bayern                                  ","eor"
"4117",11462,"Amlingstadt                                ",49.85,11,280,"Fränkisches Keuper-Lias-Land                                                    ","Vorland der nördlichen Frankenalb                                               ","31.12.1991             ","Bayern                                  ","eor"
"4118",11463,"Bojendorf                                  ",50.05,11.1667,490,"Fränkische Alb (Frankenalb)                                                     ","Nördliche Frankenalb                                                            ","31.12.1986             ","Bayern                                  ","eor"
"4119",11464,"Breitengüßbach                             ",49.9667,10.8833,260,"Fränkisches Keuper-Lias-Land                                                    ","Itz-Baunach-Hügelland                                                           ","31.12.1962             ","Bayern                                  ","eor"
"4120",11465,"Burgebrach                                 ",49.8333,10.75,270,"Fränkisches Keuper-Lias-Land                                                    ","Mittelfränkisches Becken                                                        ","31.12.1982             ","Bayern                                  ","eor"
"4121",11466,"Dörfleins                                  ",49.9333,10.85,240,"Fränkisches Keuper-Lias-Land                                                    ","Itz-Baunach-Hügelland                                                           ","31.12.1994             ","Bayern                                  ","eor"
"4122",11467,"Ebrach/Oberfr.                             ",49.85,10.5,340,"Fränkisches Keuper-Lias-Land                                                    ","Steigerwald                                                                     ","31.12.1956             ","Bayern                                  ","eor"
"4123",11468,"Frensdorf                                  ",49.8167,10.8667,260,"Fränkisches Keuper-Lias-Land                                                    ","Mittelfränkisches Becken                                                        ","31.12.1963             ","Bayern                                  ","eor"
"4124",11469,"Gräfenhäusling                             ",50,11.1333,500,"Fränkische Alb (Frankenalb)                                                     ","Nördliche Frankenalb                                                            ","31.12.1977             ","Bayern                                  ","eor"
"4125",11470,"Gundelsheim/Oberfr.                        ",49.9333,10.9167,250,"Fränkisches Keuper-Lias-Land                                                    ","Itz-Baunach-Hügelland                                                           ","31.12.1982             ","Bayern                                  ","eor"
"4126",11471,"Hirschaid                                  ",49.8167,11,250,"Fränkisches Keuper-Lias-Land                                                    ","Mittelfränkisches Becken                                                        ","31.12.1997             ","Bayern                                  ","eor"
"4127",11472,"Litzendorf                                 ",49.9167,11.0167,310,"Fränkisches Keuper-Lias-Land                                                    ","Vorland der nördlichen Frankenalb                                               ","                       ","Bayern                                  ","eor"
"4128",11473,"Lohndorf                                   ",49.9167,11.05,350,"Fränkisches Keuper-Lias-Land                                                    ","Vorland der nördlichen Frankenalb                                               ","31.12.1998             ","Bayern                                  ","eor"
"4129",11474,"Melkendorf                                 ",49.9,11.0333,350,"Fränkische Alb (Frankenalb)                                                     ","Nördliche Frankenalb                                                            ","31.12.1986             ","Bayern                                  ","eor"
"4130",11475,"Oberharnsbach                              ",49.8333,10.8,260,"Fränkisches Keuper-Lias-Land                                                    ","Mittelfränkisches Becken                                                        ","31.12.1965             ","Bayern                                  ","eor"
"4131",11476,"Pödeldorf                                  ",49.9167,11,290,"Fränkisches Keuper-Lias-Land                                                    ","Vorland der nördlichen Frankenalb                                               ","                       ","Bayern                                  ","eor"
"4132",11477,"Schlüsselfeld-Reichmannsdorf               ",49.7833,10.7,300,"Fränkisches Keuper-Lias-Land                                                    ","Steigerwald                                                                     ","31.12.2007             ","Bayern                                  ","eor"
"4133",11478,"Röbersdorf                                 ",49.8,10.9333,260,"Fränkisches Keuper-Lias-Land                                                    ","Mittelfränkisches Becken                                                        ","31.12.1957             ","Bayern                                  ","eor"
"4134",11479,"Strullendorf-Roßdorf                       ",49.8667,11,290,"Fränkisches Keuper-Lias-Land                                                    ","Vorland der nördlichen Frankenalb                                               ","                       ","Bayern                                  ","eor"
"4135",11480,"Hirschaid-Rothensand                       ",49.7833,10.95,320,"Fränkisches Keuper-Lias-Land                                                    ","Mittelfränkisches Becken                                                        ","31.12.1981             ","Bayern                                  ","eor"
"4136",11481,"Stadelhofen-Steinfeld                      ",49.9833,11.1667,450,"Fränkische Alb (Frankenalb)                                                     ","Nördliche Frankenalb                                                            ","31.12.1957             ","Bayern                                  ","eor"
"4137",11482,"Straßgiech                                 ",49.9667,11,280,"Fränkisches Keuper-Lias-Land                                                    ","Vorland der nördlichen Frankenalb                                               ","31.12.1996             ","Bayern                                  ","eor"
"4138",11483,"Unterhaid                                  ",49.9333,10.7833,240,"Fränkisches Keuper-Lias-Land                                                    ","Itz-Baunach-Hügelland                                                           ","31.12.1971             ","Bayern                                  ","eor"
"4139",11484,"Unteroberndorf                             ",49.9833,10.9,260,"Fränkisches Keuper-Lias-Land                                                    ","Vorland der nördlichen Frankenalb                                               ","31.12.1974             ","Bayern                                  ","eor"
"4140",11485,"Wölkendorf                                 ",50.0167,11.1833,480,"Fränkische Alb (Frankenalb)                                                     ","Nördliche Frankenalb                                                            ","31.12.1965             ","Bayern                                  ","eor"
"4141",11486,"Aichig                                     ",49.9333,11.6167,380,"Oberpfälzisch-Obermainisches Hügelland                                          ","Obermainisches Hügelland                                                        ","                       ","Bayern                                  ","eor"
"4142",11487,"Berneck i. Fichtelgebirge, Bad (PH)        ",50.05,11.6667,400,"Thüringisch-Fränkisches Mittelgebirge                                           ","Münchberger Hochfläche                                                          ","31.12.1993             ","Bayern                                  ","eor"
"4143",11488,"Bindlach                                   ",49.9833,11.6167,360,"Oberpfälzisch-Obermainisches Hügelland                                          ","Obermainisches Hügelland                                                        ","31.12.1975             ","Bayern                                  ","eor"
"4144",11489,"Eichschlag                                 ",49.8667,11.7167,500,"Oberpfälzisch-Obermainisches Hügelland                                          ","Obermainisches Hügelland                                                        ","31.12.1959             ","Bayern                                  ","eor"
"4145",11490,"Brandholz                                  ",50.0167,11.7167,530,"Thüringisch-Fränkisches Mittelgebirge                                           ","Hohes Fichtelgebirge                                                            ","31.12.1973             ","Bayern                                  ","eor"
"4146",11491,"Gesees                                     ",49.9,11.55,450,"Oberpfälzisch-Obermainisches Hügelland                                          ","Obermainisches Hügelland                                                        ","31.12.1973             ","Bayern                                  ","eor"
"4147",11492,"Heinersreuth                               ",49.9667,11.5333,350,"Oberpfälzisch-Obermainisches Hügelland                                          ","Obermainisches Hügelland                                                        ","31.12.1990             ","Bayern                                  ","eor"
"4148",11493,"Mistelbach                                 ",49.9167,11.5167,410,"Oberpfälzisch-Obermainisches Hügelland                                          ","Obermainisches Hügelland                                                        ","31.12.1963             ","Bayern                                  ","eor"
"4149",11494,"Nemmersdorf                                ",50,11.6833,460,"Oberpfälzisch-Obermainisches Hügelland                                          ","Obermainisches Hügelland                                                        ","31.12.1991             ","Bayern                                  ","eor"
"4150",11495,"Obernsees                                  ",49.9167,11.3833,500,"Fränkische Alb (Frankenalb)                                                     ","Nördliche Frankenalb                                                            ","31.12.1969             ","Bayern                                  ","eor"
"4151",11496,"Ramsenthal                                 ",50,11.6,370,"Oberpfälzisch-Obermainisches Hügelland                                          ","Obermainisches Hügelland                                                        ","31.12.1985             ","Bayern                                  ","eor"
"4152",11497,"Seybothenreuth (PH)                        ",49.9,11.7167,420,"Oberpfälzisch-Obermainisches Hügelland                                          ","Obermainisches Hügelland                                                        ","31.12.2000             ","Bayern                                  ","eor"
"4153",11498,"Destuben                                   ",49.9,11.5833,380,"Oberpfälzisch-Obermainisches Hügelland                                          ","Obermainisches Hügelland                                                        ","31.12.1985             ","Bayern                                  ","eor"
"4154",11499,"Rödensdorf                                 ",49.9,11.5667,440,"Oberpfälzisch-Obermainisches Hügelland                                          ","Obermainisches Hügelland                                                        ","31.12.1955             ","Bayern                                  ","eor"
"4155",11500,"Warmensteinach (PH)                        ",50,11.7833,630,"Thüringisch-Fränkisches Mittelgebirge                                           ","Hohes Fichtelgebirge                                                            ","31.12.2001             ","Bayern                                  ","eor"
"4156",11501,"Frohnlach                                  ",50.2167,11.0833,310,"Fränkisches Keuper-Lias-Land                                                    ","Itz-Baunach-Hügelland                                                           ","31.12.1982             ","Bayern                                  ","eor"
"4157",11502,"Heldritt                                   ",50.3667,10.8,340,"Mainfränkische Platten                                                          ","Grabfeldgau                                                                     ","31.12.2013             ","Bayern                                  ","eor"
"4158",11503,"Meeder                                     ",50.3167,10.9,320,"Mainfränkische Platten                                                          ","Grabfeldgau                                                                     ","31.12.1997             ","Bayern                                  ","eor"
"4159",11504,"Mönchröden                                 ",50.3,11.0667,380,"Fränkisches Keuper-Lias-Land                                                    ","Itz-Baunach-Hügelland                                                           ","31.12.1985             ","Bayern                                  ","eor"
"4160",11505,"Niederfüllbach                             ",50.2167,10.9833,290,"Fränkisches Keuper-Lias-Land                                                    ","Itz-Baunach-Hügelland                                                           ","31.12.1956             ","Bayern                                  ","eor"
"4161",11506,"Oberlauter                                 ",50.3167,10.9833,320,"Mainfränkische Platten                                                          ","Grabfeldgau                                                                     ","31.12.1980             ","Bayern                                  ","eor"
"4162",11507,"Oeslau                                     ",50.3,11.0333,350,"Mainfränkische Platten                                                          ","Grabfeldgau                                                                     ","30.04.2011             ","Bayern                                  ","eor"
"4163",11508,"Plesten                                    ",50.2667,11.15,380,"Fränkisches Keuper-Lias-Land                                                    ","Itz-Baunach-Hügelland                                                           ","                       ","Bayern                                  ","eor"
"4164",11509,"Sonnefeld                                  ",50.2167,11.1333,330,"Fränkisches Keuper-Lias-Land                                                    ","Itz-Baunach-Hügelland                                                           ","                       ","Bayern                                  ","eor"
"4165",11510,"Thann                                      ",50.3333,11.1,340,"Oberpfälzisch-Obermainisches Hügelland                                          ","Obermainisches Hügelland                                                        ","31.12.2001             ","Bayern                                  ","eor"
"4166",11511,"Trübenbach                                 ",50.2,11.1833,320,"Fränkisches Keuper-Lias-Land                                                    ","Itz-Baunach-Hügelland                                                           ","31.12.1975             ","Bayern                                  ","eor"
"4167",11512,"Weidhausen                                 ",50.2167,11.15,290,"Fränkisches Keuper-Lias-Land                                                    ","Itz-Baunach-Hügelland                                                           ","31.12.1988             ","Bayern                                  ","eor"
"4168",11513,"Wiesenfeld                                 ",50.3,10.9167,310,"Mainfränkische Platten                                                          ","Grabfeldgau                                                                     ","31.12.1958             ","Bayern                                  ","eor"
"4169",11514,"Heiligenstadt i. Oberfr.-Brunn             ",49.9,11.1667,480,"Fränkische Alb (Frankenalb)                                                     ","Nördliche Frankenalb                                                            ","31.12.1985             ","Bayern                                  ","eor"
"4170",11515,"Ebermannstadt (PH)                         ",49.7833,11.1833,290,"Fränkisches Keuper-Lias-Land                                                    ","Vorland der nördlichen Frankenalb                                               ","31.12.2009             ","Bayern                                  ","eor"
"4171",11516,"Heiligenstadt i. Oberfr.                   ",49.8667,11.1667,400,"Fränkische Alb (Frankenalb)                                                     ","Nördliche Frankenalb                                                            ","31.12.1994             ","Bayern                                  ","eor"
"4172",11517,"Hollfeld                                   ",49.9333,11.2833,400,"Fränkische Alb (Frankenalb)                                                     ","Nördliche Frankenalb                                                            ","                       ","Bayern                                  ","eor"
"4173",11518,"Königsfeld                                 ",49.95,11.1667,450,"Fränkische Alb (Frankenalb)                                                     ","Nördliche Frankenalb                                                            ","30.11.2010             ","Bayern                                  ","eor"
"4174",11519,"Leidingshof                                ",49.85,11.2,410,"Fränkische Alb (Frankenalb)                                                     ","Nördliche Frankenalb                                                            ","31.12.1988             ","Bayern                                  ","eor"
"4175",11520,"Wiesenttal-Streitberg                      ",49.8167,11.2167,320,"Fränkische Alb (Frankenalb)                                                     ","Nördliche Frankenalb                                                            ","                       ","Bayern                                  ","eor"
"4176",11521,"Unterweilersbach                           ",49.75,11.1333,280,"Fränkisches Keuper-Lias-Land                                                    ","Vorland der nördlichen Frankenalb                                               ","31.12.1962             ","Bayern                                  ","eor"
"4177",11522,"Affalterthal                               ",49.7,11.2833,520,"Fränkische Alb (Frankenalb)                                                     ","Nördliche Frankenalb                                                            ","                       ","Bayern                                  ","eor"
"4178",11523,"Effeltrich                                 ",49.6667,11.1,345,"Fränkisches Keuper-Lias-Land                                                    ","Vorland der nördlichen Frankenalb                                               ","                       ","Bayern                                  ","eor"
"4179",11524,"Kirchehrenbach                             ",49.7333,11.15,290,"Fränkisches Keuper-Lias-Land                                                    ","Vorland der nördlichen Frankenalb                                               ","31.12.1965             ","Bayern                                  ","eor"
"4180",11525,"Fetzelhofen                                ",49.7,10.7333,280,"Fränkisches Keuper-Lias-Land                                                    ","Mittelfränkisches Becken                                                        ","31.12.1958             ","Bayern                                  ","eor"
"4181",11526,"Großdechsendorf                            ",49.6333,10.95,300,"Fränkisches Keuper-Lias-Land                                                    ","Mittelfränkisches Becken                                                        ","31.12.1999             ","Bayern                                  ","eor"
"4182",11527,"Herzogenaurach (Ph)                        ",49.5667,10.8833,300,"Fränkisches Keuper-Lias-Land                                                    ","Mittelfränkisches Becken                                                        ","31.12.1959             ","Bayern                                  ","eor"
"4183",11528,"Höchstadt a. d. Aisch                      ",49.7,10.8167,270,"Fränkisches Keuper-Lias-Land                                                    ","Mittelfränkisches Becken                                                        ","31.12.2006             ","Bayern                                  ","eor"
"4184",11529,"Lonnerstadt                                ",49.7,10.7667,280,"Fränkisches Keuper-Lias-Land                                                    ","Mittelfränkisches Becken                                                        ","31.12.1970             ","Bayern                                  ","eor"
"4185",11530,"Wachenroth                                 ",49.75,10.7167,290,"Fränkisches Keuper-Lias-Land                                                    ","Mittelfränkisches Becken                                                        ","31.12.2006             ","Bayern                                  ","eor"
